Class,isDecompilable,distanceToOriginal,isRecompilable,passTests
org/apache/commons/codec/StringDecoder,true,1,true,NA
org/apache/commons/codec/DecoderException,true,5,true,true
org/apache/commons/codec/Decoder,true,1,true,NA
org/apache/commons/codec/StringEncoder,true,1,true,NA
org/apache/commons/codec/net/QCodec,true,484,false,false
org/apache/commons/codec/net/QuotedPrintableCodec,true,545,false,false
org/apache/commons/codec/net/RFC1522Codec,true,228,true,true
org/apache/commons/codec/net/BCodec,true,248,false,false
org/apache/commons/codec/net/Utils,true,58,true,true
org/apache/commons/codec/net/URLCodec,true,593,true,true
org/apache/commons/codec/CharEncoding,true,0,true,NA
org/apache/commons/codec/StringEncoderComparator,true,52,true,true
org/apache/commons/codec/language/Caverphone1,true,265,true,true
org/apache/commons/codec/language/bm/BeiderMorseEncoder,true,296,true,true
org/apache/commons/codec/language/bm/Rule,false,NA,false,false
org/apache/commons/codec/language/bm/NameType,true,NA,false,false
org/apache/commons/codec/language/bm/RuleType,true,NA,false,false
org/apache/commons/codec/language/bm/Languages,false,NA,false,false
org/apache/commons/codec/language/bm/Lang,false,NA,false,false
org/apache/commons/codec/language/bm/PhoneticEngine,true,1633,false,false
org/apache/commons/codec/language/bm/ResourceConstants,true,5,true,NA
org/apache/commons/codec/language/Nysiis,true,649,false,false
org/apache/commons/codec/language/AbstractCaverphone,true,19,true,true
org/apache/commons/codec/language/ColognePhonetic,true,836,false,false
org/apache/commons/codec/language/DoubleMetaphone,true,5991,false,false
org/apache/commons/codec/language/Caverphone2,true,277,true,true
org/apache/commons/codec/language/Caverphone,true,28,true,NA
org/apache/commons/codec/language/SoundexUtils,true,102,true,true
org/apache/commons/codec/language/Soundex,true,236,true,true
org/apache/commons/codec/language/MatchRatingApproachEncoder,true,786,true,true
org/apache/commons/codec/language/RefinedSoundex,true,108,true,true
org/apache/commons/codec/language/Metaphone,true,663,true,false
org/apache/commons/codec/Encoder,true,1,true,NA
org/apache/commons/codec/BinaryDecoder,true,1,true,NA
org/apache/commons/codec/EncoderException,true,5,true,true
org/apache/commons/codec/BinaryEncoder,true,1,true,NA
org/apache/commons/codec/Charsets,true,132,true,true
org/apache/commons/codec/digest/B64,true,87,true,true
org/apache/commons/codec/digest/HmacUtils,true,232,true,true
org/apache/commons/codec/digest/Md5Crypt,true,465,true,true
org/apache/commons/codec/digest/HmacAlgorithms,true,NA,false,false
org/apache/commons/codec/digest/Crypt,true,56,true,true
org/apache/commons/codec/digest/DigestUtils,true,195,true,true
org/apache/commons/codec/digest/MessageDigestAlgorithms,true,2,true,NA
org/apache/commons/codec/digest/UnixCrypt,false,NA,false,false
org/apache/commons/codec/digest/Sha2Crypt,false,NA,false,false
org/apache/commons/codec/binary/CharSequenceUtils,true,86,true,NA
org/apache/commons/codec/binary/BaseNCodecOutputStream,true,140,false,false
org/apache/commons/codec/binary/Base32OutputStream,true,7,true,true
org/apache/commons/codec/binary/Base64,false,NA,false,false
org/apache/commons/codec/binary/Hex,true,410,false,false
org/apache/commons/codec/binary/BinaryCodec,false,NA,false,false
org/apache/commons/codec/binary/BaseNCodec,false,NA,false,false
org/apache/commons/codec/binary/Base32,true,1872,false,false
org/apache/commons/codec/binary/StringUtils,true,174,true,true
org/apache/commons/codec/binary/Base64OutputStream,true,7,true,true
org/apache/commons/codec/binary/Base64InputStream,true,7,true,true
org/apache/commons/codec/binary/Base32InputStream,true,7,true,true
org/apache/commons/codec/binary/BaseNCodecInputStream,true,318,false,false
