Class,isDecompilable,distanceToOriginal,isRecompilable,passTests
org/bukkit/Statistic,true,735,false,false
org/bukkit/Rotation,true,148,false,NA
org/bukkit/Chunk,true,1,true,NA
org/bukkit/projectiles/ProjectileSource,true,7,true,NA
org/bukkit/projectiles/BlockProjectileSource,true,1,true,NA
org/bukkit/Location,true,650,false,false
org/bukkit/material/NetherWarts,true,80,false,false
org/bukkit/material/LongGrass,true,65,false,false
org/bukkit/material/SpawnEgg,true,55,false,false
org/bukkit/material/EnderChest,true,19,false,false
org/bukkit/material/Step,true,140,false,false
org/bukkit/material/Dye,true,73,false,false
org/bukkit/material/Openable,true,1,true,NA
org/bukkit/material/FurnaceAndDispenser,true,16,false,false
org/bukkit/material/Cauldron,true,106,false,false
org/bukkit/material/Tree,true,188,false,false
org/bukkit/material/Diode,true,149,false,false
org/bukkit/material/Tripwire,true,131,false,false
org/bukkit/material/Pumpkin,true,94,false,false
org/bukkit/material/RedstoneWire,true,57,false,false
org/bukkit/material/PistonExtensionMaterial,true,189,false,false
org/bukkit/material/Coal,true,65,false,false
org/bukkit/material/Rails,true,244,false,false
org/bukkit/material/MonsterEggs,true,31,false,false
org/bukkit/material/Colorable,true,2,true,NA
org/bukkit/material/TexturedMaterial,true,90,false,false
org/bukkit/material/Redstone,true,1,true,NA
org/bukkit/material/TrapDoor,true,225,false,false
org/bukkit/material/ExtendedRails,true,110,false,false
org/bukkit/material/Gate,true,199,false,false
org/bukkit/material/Button,true,203,false,false
org/bukkit/material/Lever,true,307,false,false
org/bukkit/material/Chest,true,19,false,false
org/bukkit/material/Attachable,true,1,true,NA
org/bukkit/material/Mushroom,true,379,false,false
org/bukkit/material/Ladder,true,60,false,false
org/bukkit/material/Dispenser,true,70,false,false
org/bukkit/material/WoodenStep,true,160,false,false
org/bukkit/material/DetectorRail,true,73,false,false
org/bukkit/material/CocoaPlant,true,247,false,false
org/bukkit/material/Wool,true,65,false,false
org/bukkit/material/Sandstone,true,65,false,false
org/bukkit/material/Stairs,true,156,false,false
